,0,1,2
0,1024292089817751554,2018-07-31 13:53:59,b'The Ballard Bridge has reopened to traffic - 6:53:53 AM'
1,1024290655294578688,2018-07-31 13:48:17,b'The Ballard Bridge has closed to traffic - 6:48:13 AM'
2,1024287240711626752,2018-07-31 13:34:43,b'The Fremont Bridge has reopened to traffic - 6:34:37 AM'
3,1024285869534937088,2018-07-31 13:29:16,b'The Fremont Bridge has closed to traffic - 6:29:11 AM'
4,1024169048056070144,2018-07-31 05:45:03,b'The Ballard Bridge has reopened to traffic - 10:45:02 PM'
5,1024167740293099522,2018-07-31 05:39:52,b'The Ballard Bridge has closed to traffic - 10:39:50 PM'
6,1024165779317510144,2018-07-31 05:32:04,b'The Fremont Bridge has reopened to traffic - 10:31:59 PM'
7,1024164113394483200,2018-07-31 05:25:27,b'The Fremont Bridge has closed to traffic - 10:25:23 PM'
8,1024161141394554880,2018-07-31 05:13:38,b'The University Bridge has reopened to traffic - 10:13:37 PM'
9,1024159370035122177,2018-07-31 05:06:36,b'The University Bridge has closed to traffic - 10:06:34 PM'
10,1024152457394286592,2018-07-31 04:39:08,b'The Ballard Bridge has reopened to traffic - 9:39:07 PM'
11,1024151401776050176,2018-07-31 04:34:56,b'The Ballard Bridge has closed to traffic - 9:34:51 PM'
12,1024148850292928514,2018-07-31 04:24:48,b'The Fremont Bridge has reopened to traffic - 9:24:47 PM'
13,1024147773644451841,2018-07-31 04:20:31,b'The Fremont Bridge has closed to traffic - 9:20:26 PM'
14,1024144211157762048,2018-07-31 04:06:22,b'The University Bridge has reopened to traffic - 9:06:19 PM'
15,1024143366601109504,2018-07-31 04:03:00,b'The University Bridge has closed to traffic - 9:02:58 PM'
16,1024141868685189121,2018-07-31 03:57:03,b'The Montlake Bridge has reopened to traffic - 8:57:01 PM'
17,1024141003349843969,2018-07-31 03:53:37,b'The Montlake Bridge has closed to traffic - 8:53:35 PM'
18,1024140854095564805,2018-07-31 03:53:01,b'The Fremont Bridge has reopened to traffic - 8:52:58 PM'
19,1024139819964715008,2018-07-31 03:48:55,b'The Fremont Bridge has closed to traffic - 8:48:51 PM'
20,1024127914558640128,2018-07-31 03:01:36,b'The Montlake Bridge has reopened to traffic - 8:01:34 PM'
21,1024126838396710913,2018-07-31 02:57:20,b'The Montlake Bridge has closed to traffic - 7:57:18 PM'
22,1024125171773235201,2018-07-31 02:50:42,b'The University Bridge has reopened to traffic - 7:50:42 PM'
23,1024124242495856641,2018-07-31 02:47:01,b'The University Bridge has closed to traffic - 7:46:57 PM'
24,1024115118143983616,2018-07-31 02:10:45,b'The Montlake Bridge has reopened to traffic - 7:10:40 PM'
25,1024114294726656000,2018-07-31 02:07:29,b'The Montlake Bridge has closed to traffic - 7:07:24 PM'
26,1024112607769198593,2018-07-31 02:00:47,b'The University Bridge has reopened to traffic - 7:00:45 PM'
27,1024111805713461248,2018-07-31 01:57:36,b'The University Bridge has closed to traffic - 6:57:34 PM'
28,1024109402163298304,2018-07-31 01:48:03,b'The Montlake Bridge has reopened to traffic - 6:47:58 PM'
29,1024109358089523200,2018-07-31 01:47:52,b'The University Bridge has reopened to traffic - 6:47:48 PM'
30,1024108408096448512,2018-07-31 01:44:06,b'The Montlake Bridge has closed to traffic - 6:44:02 PM'
31,1024108300667772928,2018-07-31 01:43:40,b'The University Bridge has closed to traffic - 6:43:37 PM'
32,1024106718236618752,2018-07-31 01:37:23,b'The University Bridge has reopened to traffic - 6:37:18 PM'
33,1024105705249226752,2018-07-31 01:33:21,b'The Montlake Bridge has reopened to traffic - 6:33:18 PM'
34,1024105155770249222,2018-07-31 01:31:10,b'The University Bridge has closed to traffic - 6:31:07 PM'
35,1024104522094788608,2018-07-31 01:28:39,b'The Montlake Bridge has closed to traffic - 6:28:38 PM'
36,1024103003341475840,2018-07-31 01:22:37,b'The University Bridge has reopened to traffic - 6:22:34 PM'
37,1024102558854332417,2018-07-31 01:20:51,b'The Fremont Bridge has reopened to traffic - 6:20:48 PM'
38,1024102157073563648,2018-07-31 01:19:15,b'The University Bridge has closed to traffic - 6:19:13 PM'
39,1024100806780276736,2018-07-31 01:13:53,b'The Fremont Bridge has closed to traffic - 6:13:50 PM'
40,1024098697783779328,2018-07-31 01:05:31,b'The Ballard Bridge has reopened to traffic - 6:05:28 PM'
41,1024098147860078592,2018-07-31 01:03:19,b'The South Park Bridge has reopened to traffic - 6:03:15 PM'
42,1024096966404333568,2018-07-31 00:58:38,b'The Ballard Bridge has closed to traffic - 5:58:34 PM'
43,1024096816915083264,2018-07-31 00:58:02,b'The South Park Bridge has closed to traffic - 5:57:59 PM'
44,1024063104496238594,2018-07-30 22:44:04,b'The Fremont Bridge has reopened to traffic - 3:44:01 PM'
45,1024063081633046530,2018-07-30 22:43:59,b'The University Bridge has reopened to traffic - 3:43:54 PM'
46,1024062194541981697,2018-07-30 22:40:27,b'The University Bridge has closed to traffic - 3:40:26 PM'
47,1024061812604526592,2018-07-30 22:38:56,b'The Fremont Bridge has closed to traffic - 3:38:53 PM'
48,1024060082638618624,2018-07-30 22:32:04,b'The Montlake Bridge has reopened to traffic - 3:32:00 PM'
49,1024059511189819392,2018-07-30 22:29:48,b'The Ballard Bridge has reopened to traffic - 3:29:45 PM'
50,1024059108427628544,2018-07-30 22:28:12,b'The Montlake Bridge has closed to traffic - 3:28:06 PM'
51,1024058642457231360,2018-07-30 22:26:21,b'The Ballard Bridge has closed to traffic - 3:26:18 PM'
52,1024055921465384960,2018-07-30 22:15:32,b'The University Bridge has reopened to traffic - 3:15:31 PM'
53,1024055097288839168,2018-07-30 22:12:15,b'The University Bridge has closed to traffic - 3:12:14 PM'
54,1024049553396228096,2018-07-30 21:50:14,b'The Fremont Bridge has reopened to traffic - 2:50:12 PM'
55,1024048434314063872,2018-07-30 21:45:47,b'The Fremont Bridge has closed to traffic - 2:45:45 PM'
56,1024042385360093184,2018-07-30 21:21:45,b'The Ballard Bridge has reopened to traffic - 2:21:44 PM'
57,1024041182744047616,2018-07-30 21:16:58,b'The Ballard Bridge has closed to traffic - 2:16:53 PM'
58,1024037998726270977,2018-07-30 21:04:19,b'The Ballard Bridge has reopened to traffic - 2:04:18 PM'
59,1024037554222321665,2018-07-30 21:02:33,b'The Fremont Bridge has reopened to traffic - 2:02:32 PM'
60,1024036941249929216,2018-07-30 21:00:07,b'The Ballard Bridge has closed to traffic - 2:00:03 PM'
61,1024036286053605377,2018-07-30 20:57:30,b'The Fremont Bridge has closed to traffic - 1:57:25 PM'
62,1024035441199071232,2018-07-30 20:54:09,b'The University Bridge has reopened to traffic - 1:54:07 PM'
63,1024034027068567552,2018-07-30 20:48:32,b'The Fremont Bridge has reopened to traffic - 1:48:27 PM'
64,1024033687380193280,2018-07-30 20:47:11,b'The Lower Spokane St Bridge has reopened to traffic - 1:47:06 PM'
65,1024033347960332288,2018-07-30 20:45:50,b'The University Bridge has closed to traffic - 1:45:49 PM'
66,1024032713731260417,2018-07-30 20:43:19,b'The Fremont Bridge has closed to traffic - 1:43:17 PM'
67,1024031405506875392,2018-07-30 20:38:07,b'The Lower Spokane St Bridge has closed to traffic - 1:38:05 PM'
68,1024030750549495808,2018-07-30 20:35:31,b'The Montlake Bridge has reopened to traffic - 1:35:26 PM'
69,1024030390623789061,2018-07-30 20:34:05,b'The Ballard Bridge has reopened to traffic - 1:34:01 PM'
70,1024029481839747072,2018-07-30 20:30:28,b'The Montlake Bridge has closed to traffic - 1:30:23 PM'
71,1024029141279154178,2018-07-30 20:29:07,b'The Ballard Bridge has closed to traffic - 1:29:04 PM'
72,1024028465446572032,2018-07-30 20:26:26,b'The University Bridge has reopened to traffic - 1:26:21 PM'
73,1024027093636603904,2018-07-30 20:20:59,b'The University Bridge has closed to traffic - 1:20:53 PM'
74,1024024878976983041,2018-07-30 20:12:11,b'The University Bridge has reopened to traffic - 1:12:06 PM'
75,1024024412750733312,2018-07-30 20:10:20,b'The Lower Spokane St Bridge has reopened to traffic - 1:10:16 PM'
76,1024023799405076480,2018-07-30 20:07:53,b'The University Bridge has closed to traffic - 1:07:50 PM'
77,1024022406619222016,2018-07-30 20:02:21,b'The Lower Spokane St Bridge has closed to traffic - 1:02:20 PM'
78,1024020273400492033,2018-07-30 19:53:53,b'The Lower Spokane St Bridge has reopened to traffic - 12:53:51 AM'
79,1024018312227840002,2018-07-30 19:46:05,b'The Lower Spokane St Bridge has closed to traffic - 12:46:02 AM'
80,1024017973202247681,2018-07-30 19:44:44,b'The 1st Ave S Bridge has reopened to traffic - 12:44:42 AM'
81,1024015926910304256,2018-07-30 19:36:36,b'The Lower Spokane St Bridge has reopened to traffic - 12:36:33 AM'
82,1024015461623652353,2018-07-30 19:34:45,b'The 1st Ave S Bridge has closed to traffic - 12:34:42 AM'
83,1024013942572572672,2018-07-30 19:28:43,b'The Lower Spokane St Bridge has closed to traffic - 12:28:38 AM'
84,1024012970836123654,2018-07-30 19:24:52,b'The Fremont Bridge has reopened to traffic - 12:24:51 AM'
85,1024012041663668226,2018-07-30 19:21:10,b'The Fremont Bridge has closed to traffic - 12:21:08 AM'
86,1024004160251822080,2018-07-30 18:49:51,b'The Montlake Bridge has reopened to traffic - 11:49:50 AM'
87,1024003252017192961,2018-07-30 18:46:14,b'The Montlake Bridge has closed to traffic - 11:46:13 AM'
88,1024002280796741632,2018-07-30 18:42:23,b'The University Bridge has reopened to traffic - 11:42:21 AM'
89,1024001162024902656,2018-07-30 18:37:56,b'The University Bridge has closed to traffic - 11:37:53 AM'
90,1023997535935815687,2018-07-30 18:23:32,b'The Fremont Bridge has reopened to traffic - 11:23:27 AM'
91,1023996353959976960,2018-07-30 18:18:50,b'The Fremont Bridge has closed to traffic - 11:18:45 AM'
92,1023995593318752257,2018-07-30 18:15:49,b'The Montlake Bridge has reopened to traffic - 11:15:46 AM'
93,1023994664414633985,2018-07-30 18:12:07,b'The Montlake Bridge has closed to traffic - 11:12:02 AM'
94,1023993102971752448,2018-07-30 18:05:55,b'The University Bridge has reopened to traffic - 11:05:49 AM'
95,1023992131742969856,2018-07-30 18:02:03,b'The University Bridge has closed to traffic - 11:02:00 AM'
96,1023991708722200576,2018-07-30 18:00:22,b'The Montlake Bridge has reopened to traffic - 11:00:20 AM'
97,1023990358064001024,2018-07-30 17:55:00,b'The Montlake Bridge has closed to traffic - 10:54:55 AM'
98,1023988859959271425,2018-07-30 17:49:03,b'The University Bridge has reopened to traffic - 10:48:59 AM'
99,1023987340899807232,2018-07-30 17:43:01,b'The University Bridge has closed to traffic - 10:42:57 AM'
100,1023986770365407232,2018-07-30 17:40:45,b'The Fremont Bridge has reopened to traffic - 10:40:43 AM'
101,1023985777867284481,2018-07-30 17:36:48,b'The Fremont Bridge has closed to traffic - 10:36:46 AM'
102,1023983352955592704,2018-07-30 17:27:10,b'The Ballard Bridge has reopened to traffic - 10:27:07 AM'
103,1023982212981579776,2018-07-30 17:22:38,b'The Ballard Bridge has closed to traffic - 10:22:36 AM'
104,1023981978570252295,2018-07-30 17:21:43,b'The 1st Ave S Bridge has reopened to traffic - 10:21:40 AM'
105,1023980417416757249,2018-07-30 17:15:30,b'The 1st Ave S Bridge has closed to traffic - 10:15:25 AM'
106,1023976264573509632,2018-07-30 16:59:00,b'The South Park Bridge has reopened to traffic - 9:58:55 AM'
107,1023975061240201216,2018-07-30 16:54:13,b'The Ballard Bridge has reopened to traffic - 9:54:12 AM'
108,1023974889047252992,2018-07-30 16:53:32,b'The South Park Bridge has closed to traffic - 9:53:29 AM'
109,1023973854928982016,2018-07-30 16:49:26,b'The Ballard Bridge has closed to traffic - 9:49:22 AM'
110,1023970987170127873,2018-07-30 16:38:02,b'The Fremont Bridge has reopened to traffic - 9:37:56 AM'
111,1023969909380796416,2018-07-30 16:33:45,b'The Fremont Bridge has closed to traffic - 9:33:42 AM'
112,1023956191527878663,2018-07-30 15:39:14,b'The Lower Spokane St Bridge has reopened to traffic - 8:39:12 AM'
113,1023953155464151041,2018-07-30 15:27:11,b'The Lower Spokane St Bridge has closed to traffic - 8:27:08 AM'
114,1023803334136803328,2018-07-30 05:31:50,b'The Fremont Bridge has reopened to traffic - 10:31:49 PM'
115,1023802321229074432,2018-07-30 05:27:49,b'The Fremont Bridge has closed to traffic - 10:27:44 PM'
116,1023799053916598273,2018-07-30 05:14:50,b'The Fremont Bridge has reopened to traffic - 10:14:45 PM'
117,1023797998722019329,2018-07-30 05:10:38,b'The Fremont Bridge has closed to traffic - 10:10:35 PM'
118,1023793214405271552,2018-07-30 04:51:38,b'The Fremont Bridge has reopened to traffic - 9:51:35 PM'
119,1023792200046366720,2018-07-30 04:47:36,b'The Montlake Bridge has reopened to traffic - 9:47:33 PM'
120,1023791966306230273,2018-07-30 04:46:40,b'The South Park Bridge has reopened to traffic - 9:46:38 PM'
121,1023791795514179586,2018-07-30 04:45:59,b'The Fremont Bridge has closed to traffic - 9:45:57 PM'
122,1023791413601816576,2018-07-30 04:44:28,b'The Montlake Bridge has closed to traffic - 9:44:25 PM'
123,1023790315369418752,2018-07-30 04:40:06,b'The South Park Bridge has closed to traffic - 9:40:02 PM'
124,1023790166467473408,2018-07-30 04:39:31,b'The Lower Spokane St Bridge has reopened to traffic - 9:39:30 PM'
125,1023789869913464832,2018-07-30 04:38:20,b'The University Bridge has reopened to traffic - 9:38:17 PM'
126,1023789404601503744,2018-07-30 04:36:29,b'The Ballard Bridge has reopened to traffic - 9:36:28 PM'
127,1023789065663967233,2018-07-30 04:35:08,b'The University Bridge has closed to traffic - 9:35:05 PM'
128,1023788221304459264,2018-07-30 04:31:47,b'The Ballard Bridge has closed to traffic - 9:31:45 PM'
129,1023787060769898496,2018-07-30 04:27:10,b'The Lower Spokane St Bridge has closed to traffic - 9:27:10 PM'
130,1023787059100565504,2018-07-30 04:27:10,b'The 1st Ave S Bridge has reopened to traffic - 9:27:10 PM'
131,1023785751446663168,2018-07-30 04:21:58,b'The Fremont Bridge has reopened to traffic - 9:21:58 PM'
132,1023784717596774400,2018-07-30 04:17:52,b'The Fremont Bridge has closed to traffic - 9:17:49 PM'
133,1023784189307510784,2018-07-30 04:15:46,b'The 1st Ave S Bridge has closed to traffic - 9:15:41 PM'
134,1023782164993728513,2018-07-30 04:07:43,b'The Ballard Bridge has reopened to traffic - 9:07:40 PM'
135,1023781236051832833,2018-07-30 04:04:02,b'The Ballard Bridge has closed to traffic - 9:03:58 PM'
136,1023778094497185793,2018-07-30 03:51:33,b'The Fremont Bridge has reopened to traffic - 8:51:32 PM'
137,1023777165500764160,2018-07-30 03:47:51,b'The Fremont Bridge has closed to traffic - 8:47:50 PM'
138,1023775309835919361,2018-07-30 03:40:29,b'The Ballard Bridge has reopened to traffic - 8:40:27 PM'
139,1023774233405546501,2018-07-30 03:36:12,b'The Ballard Bridge has closed to traffic - 8:36:07 PM'
140,1023773831486304257,2018-07-30 03:34:36,b'The Fremont Bridge has reopened to traffic - 8:34:33 PM'
141,1023772586658811904,2018-07-30 03:29:40,b'The Fremont Bridge has closed to traffic - 8:29:36 PM'
142,1023769087636267008,2018-07-30 03:15:45,b'The Fremont Bridge has reopened to traffic - 8:15:44 PM'
143,1023767906100731906,2018-07-30 03:11:04,b'The University Bridge has reopened to traffic - 8:10:59 PM'
144,1023767798634307585,2018-07-30 03:10:38,b'The Fremont Bridge has closed to traffic - 8:10:33 PM'
145,1023767080737226752,2018-07-30 03:07:47,b'The University Bridge has closed to traffic - 8:07:46 PM'
146,1023765729806434304,2018-07-30 03:02:25,b'The Montlake Bridge has reopened to traffic - 8:02:22 PM'
147,1023764800738713601,2018-07-30 02:58:43,b'The Montlake Bridge has closed to traffic - 7:58:38 PM'
148,1023757593590648834,2018-07-30 02:30:05,b'The University Bridge has reopened to traffic - 7:30:02 PM'
149,1023756706277285890,2018-07-30 02:26:33,b'The University Bridge has closed to traffic - 7:26:32 PM'
150,1023755693398970368,2018-07-30 02:22:32,b'The Fremont Bridge has reopened to traffic - 7:22:29 PM'
151,1023754743691104256,2018-07-30 02:18:45,b'The Fremont Bridge has closed to traffic - 7:18:43 PM'
152,1023749916932407296,2018-07-30 01:59:35,b'The University Bridge has reopened to traffic - 6:59:31 PM'
153,1023749051550859265,2018-07-30 01:56:08,b'The University Bridge has closed to traffic - 6:56:04 PM'
154,1023747638221402112,2018-07-30 01:50:31,b'The Montlake Bridge has reopened to traffic - 6:50:31 PM'
155,1023747531098836993,2018-07-30 01:50:06,b'The Lower Spokane St Bridge has reopened to traffic - 6:50:02 PM'
156,1023746391430983680,2018-07-30 01:45:34,b'The Montlake Bridge has closed to traffic - 6:45:32 PM'
157,1023745441605677056,2018-07-30 01:41:48,b'The Lower Spokane St Bridge has closed to traffic - 6:41:47 PM'
158,1023742111097618432,2018-07-30 01:28:34,b'The University Bridge has reopened to traffic - 6:28:32 PM'
159,1023741266343784448,2018-07-30 01:25:12,b'The University Bridge has closed to traffic - 6:25:10 PM'
160,1023739874233348097,2018-07-30 01:19:40,b'The University Bridge has reopened to traffic - 6:19:36 PM'
161,1023739830566510592,2018-07-30 01:19:30,b'The Fremont Bridge has reopened to traffic - 6:19:29 PM'
162,1023739765751828480,2018-07-30 01:19:14,b'The Montlake Bridge has reopened to traffic - 6:19:11 PM'
163,1023739048127389696,2018-07-30 01:16:23,b'The University Bridge has closed to traffic - 6:16:21 PM'
164,1023738456126550017,2018-07-30 01:14:02,b'The Montlake Bridge has closed to traffic - 6:14:00 PM'
165,1023738117277200389,2018-07-30 01:12:41,b'The Fremont Bridge has closed to traffic - 6:12:39 PM'
166,1023735060258742272,2018-07-30 01:00:33,b'The Fremont Bridge has reopened to traffic - 6:00:29 PM'
167,1023734573560197120,2018-07-30 00:58:37,b'The University Bridge has reopened to traffic - 5:58:33 PM'
168,1023734002627137536,2018-07-30 00:56:20,b'The Fremont Bridge has closed to traffic - 5:56:16 PM'
169,1023733684967358465,2018-07-30 00:55:05,b'The University Bridge has closed to traffic - 5:55:03 PM'
170,1023733472370651136,2018-07-30 00:54:14,b'The Lower Spokane St Bridge has reopened to traffic - 5:54:10 PM'
171,1023732164712513536,2018-07-30 00:49:02,b'The Montlake Bridge has reopened to traffic - 5:49:00 PM'
172,1023731340611481601,2018-07-30 00:45:46,b'The Lower Spokane St Bridge has closed to traffic - 5:45:45 PM'
173,1023730875689623552,2018-07-30 00:43:55,b'The Montlake Bridge has closed to traffic - 5:43:52 PM'
174,1023730768592297984,2018-07-30 00:43:29,b'The University Bridge has reopened to traffic - 5:43:25 PM'
175,1023729881937395712,2018-07-30 00:39:58,b'The University Bridge has closed to traffic - 5:39:56 PM'
176,1023728532067762176,2018-07-30 00:34:36,b'The Fremont Bridge has reopened to traffic - 5:34:31 PM'
177,1023727456149098496,2018-07-30 00:30:20,b'The Fremont Bridge has closed to traffic - 5:30:15 PM'
178,1023726948999028736,2018-07-30 00:28:19,b'The University Bridge has reopened to traffic - 5:28:15 PM'
179,1023726083311452160,2018-07-30 00:24:52,b'The University Bridge has closed to traffic - 5:24:48 PM'
180,1023721930979831808,2018-07-30 00:08:22,b'The University Bridge has reopened to traffic - 5:08:18 PM'
181,1023721613311631361,2018-07-30 00:07:07,b'The Montlake Bridge has reopened to traffic - 5:07:03 PM'
182,1023721443291410432,2018-07-30 00:06:26,b'The Fremont Bridge has reopened to traffic - 5:06:25 PM'
183,1023721083613007872,2018-07-30 00:05:00,b'The University Bridge has closed to traffic - 5:05:00 PM'
184,1023720386649718785,2018-07-30 00:02:14,b'The Montlake Bridge has closed to traffic - 5:02:10 PM'
185,1023719542617296896,2018-07-29 23:58:53,b'The Fremont Bridge has closed to traffic - 4:58:49 PM'
186,1023719330381422592,2018-07-29 23:58:02,b'The University Bridge has reopened to traffic - 4:58:00 PM'
187,1023718422884929536,2018-07-29 23:54:26,b'The University Bridge has closed to traffic - 4:54:24 PM'
188,1023716587965014016,2018-07-29 23:47:08,b'The Ballard Bridge has reopened to traffic - 4:47:05 PM'
189,1023715237818654722,2018-07-29 23:41:47,b'The Ballard Bridge has closed to traffic - 4:41:42 PM'
190,1023715109925871616,2018-07-29 23:41:16,b'The Montlake Bridge has reopened to traffic - 4:41:15 PM'
191,1023714118094610433,2018-07-29 23:37:20,b'The Fremont Bridge has reopened to traffic - 4:37:17 PM'
192,1023713947902308352,2018-07-29 23:36:39,b'The Montlake Bridge has closed to traffic - 4:36:34 PM'
193,1023713504052764673,2018-07-29 23:34:53,b'The Ballard Bridge has reopened to traffic - 4:34:51 PM'
194,1023713102301356033,2018-07-29 23:33:17,b'The Fremont Bridge has closed to traffic - 4:33:17 PM'
195,1023712047379271681,2018-07-29 23:29:06,b'The Ballard Bridge has closed to traffic - 4:29:04 PM'
196,1023710170679980032,2018-07-29 23:21:38,b'The Fremont Bridge has reopened to traffic - 4:21:34 PM'
197,1023709832002453504,2018-07-29 23:20:18,b'The Montlake Bridge has reopened to traffic - 4:20:16 PM'
198,1023709050779787264,2018-07-29 23:17:11,b'The Fremont Bridge has closed to traffic - 4:17:07 PM'
199,1023708543143141376,2018-07-29 23:15:10,b'The Montlake Bridge has closed to traffic - 4:15:08 PM'
200,1023705507255611392,2018-07-29 23:03:07,b'The University Bridge has reopened to traffic - 4:03:04 PM'
201,1023704451838763008,2018-07-29 22:58:55,b'The University Bridge has closed to traffic - 3:58:53 PM'
202,1023702764449230848,2018-07-29 22:52:13,b'The Montlake Bridge has reopened to traffic - 3:52:09 PM'
203,1023701456216420352,2018-07-29 22:47:01,b'The Montlake Bridge has closed to traffic - 3:46:58 PM'
204,1023701412172054528,2018-07-29 22:46:50,b'The Fremont Bridge has reopened to traffic - 3:46:48 PM'
205,1023700083185836033,2018-07-29 22:41:33,b'The Fremont Bridge has closed to traffic - 3:41:31 PM'
206,1023699512789950464,2018-07-29 22:39:17,b'The Montlake Bridge has reopened to traffic - 3:39:17 PM'
207,1023698310429700096,2018-07-29 22:34:31,b'The Lower Spokane St Bridge has reopened to traffic - 3:34:27 PM'
208,1023698245820641280,2018-07-29 22:34:15,b'The Montlake Bridge has closed to traffic - 3:34:10 PM'
209,1023696684461654016,2018-07-29 22:28:03,b'The University Bridge has reopened to traffic - 3:28:00 PM'
210,1023696535291289600,2018-07-29 22:27:28,b'The Ballard Bridge has reopened to traffic - 3:27:26 PM'
211,1023695669771399168,2018-07-29 22:24:01,b'The University Bridge has closed to traffic - 3:23:56 PM'
212,1023695120166608896,2018-07-29 22:21:50,b'The Lower Spokane St Bridge has closed to traffic - 3:21:46 PM'
213,1023694801982566401,2018-07-29 22:20:34,b'The Ballard Bridge has closed to traffic - 3:20:33 PM'
214,1023693852211785729,2018-07-29 22:16:48,b'The Montlake Bridge has reopened to traffic - 3:16:45 PM'
215,1023692902315175936,2018-07-29 22:13:01,b'The University Bridge has reopened to traffic - 3:12:58 PM'
216,1023692795373019136,2018-07-29 22:12:36,b'The Montlake Bridge has closed to traffic - 3:12:35 PM'
217,1023692014217392129,2018-07-29 22:09:30,b'The University Bridge has closed to traffic - 3:09:29 PM'
218,1023691654706880513,2018-07-29 22:08:04,b'The Fremont Bridge has reopened to traffic - 3:08:03 PM'
219,1023690515391209472,2018-07-29 22:03:32,b'The University Bridge has reopened to traffic - 3:03:31 PM'
220,1023690345173794817,2018-07-29 22:02:52,b'The Ballard Bridge has reopened to traffic - 3:02:47 PM'
221,1023690258729193472,2018-07-29 22:02:31,b'The Fremont Bridge has closed to traffic - 3:02:26 PM'
222,1023689709396975617,2018-07-29 22:00:20,b'The University Bridge has closed to traffic - 3:00:15 PM'
223,1023689518237401088,2018-07-29 21:59:35,b'The Montlake Bridge has reopened to traffic - 2:59:30 PM'
224,1023688926396002304,2018-07-29 21:57:13,b'The Ballard Bridge has closed to traffic - 2:57:09 PM'
225,1023688545704148992,2018-07-29 21:55:43,b'The Montlake Bridge has closed to traffic - 2:55:40 PM'
226,1023686142296637440,2018-07-29 21:46:10,b'The Ballard Bridge has reopened to traffic - 2:46:09 PM'
227,1023685782454718464,2018-07-29 21:44:44,b'The University Bridge has reopened to traffic - 2:44:42 PM'
228,1023685043217084416,2018-07-29 21:41:48,b'The Ballard Bridge has closed to traffic - 2:41:44 PM'
229,1023684978436071424,2018-07-29 21:41:32,b'The University Bridge has closed to traffic - 2:41:29 PM'
230,1023684787192528898,2018-07-29 21:40:47,b'The Fremont Bridge has reopened to traffic - 2:40:42 PM'
231,1023683563835678720,2018-07-29 21:35:55,b'The Montlake Bridge has reopened to traffic - 2:35:54 PM'
232,1023683456922869760,2018-07-29 21:35:29,b'The Fremont Bridge has closed to traffic - 2:35:28 PM'
233,1023682696805998592,2018-07-29 21:32:28,b'The Montlake Bridge has closed to traffic - 2:32:24 PM'
234,1023677722952753155,2018-07-29 21:12:42,b'The Fremont Bridge has reopened to traffic - 2:12:42 PM'
235,1023677594812600321,2018-07-29 21:12:12,b'The Montlake Bridge has reopened to traffic - 2:12:11 PM'
236,1023676771571355648,2018-07-29 21:08:55,b'The Fremont Bridge has closed to traffic - 2:08:53 PM'
237,1023676474673360896,2018-07-29 21:07:45,b'The Montlake Bridge has closed to traffic - 2:07:39 PM'
238,1023675397655781377,2018-07-29 21:03:28,b'The Fremont Bridge has reopened to traffic - 2:03:23 PM'
239,1023675248539971584,2018-07-29 21:02:52,b'The University Bridge has reopened to traffic - 2:02:49 PM'
240,1023674404205547520,2018-07-29 20:59:31,b'The Fremont Bridge has closed to traffic - 1:59:29 PM'
241,1023673812364156928,2018-07-29 20:57:10,b'The University Bridge has closed to traffic - 1:57:05 PM'
242,1023671998864474114,2018-07-29 20:49:58,b'The University Bridge has reopened to traffic - 1:49:53 PM'
243,1023671112465403905,2018-07-29 20:46:26,b'The Fremont Bridge has reopened to traffic - 1:46:24 PM'
244,1023671068534263808,2018-07-29 20:46:16,b'The Ballard Bridge has reopened to traffic - 1:46:14 PM'
245,1023670792872030209,2018-07-29 20:45:10,b'The University Bridge has closed to traffic - 1:45:08 PM'
246,1023670096152018944,2018-07-29 20:42:24,b'The University Bridge has reopened to traffic - 1:42:21 PM'
247,1023669947174543360,2018-07-29 20:41:48,b'The Ballard Bridge has closed to traffic - 1:41:43 PM'
248,1023669903251783680,2018-07-29 20:41:38,b'The Fremont Bridge has closed to traffic - 1:41:36 PM'
249,1023669122247192576,2018-07-29 20:38:32,b'The University Bridge has closed to traffic - 1:38:27 PM'
250,1023667730094800896,2018-07-29 20:33:00,b'The Montlake Bridge has reopened to traffic - 1:32:57 PM'
251,1023667201251758080,2018-07-29 20:30:54,b'The Ballard Bridge has reopened to traffic - 1:30:53 PM'
252,1023666714741886976,2018-07-29 20:28:58,b'The Montlake Bridge has closed to traffic - 1:28:57 PM'
253,1023666102205734912,2018-07-29 20:26:32,b'The Ballard Bridge has closed to traffic - 1:26:27 PM'
254,1023665805672701952,2018-07-29 20:25:21,b'The Fremont Bridge has reopened to traffic - 1:25:17 PM'
255,1023664687571857408,2018-07-29 20:20:54,b'The Fremont Bridge has closed to traffic - 1:20:53 PM'
256,1023662516155478016,2018-07-29 20:12:17,b'The Fremont Bridge has reopened to traffic - 1:12:15 PM'
257,1023661566632189952,2018-07-29 20:08:30,b'The Ballard Bridge has reopened to traffic - 1:08:26 PM'
258,1023661480544100353,2018-07-29 20:08:10,b'The Fremont Bridge has closed to traffic - 1:08:08 PM'
259,1023660383507079168,2018-07-29 20:03:48,b'The Ballard Bridge has closed to traffic - 1:03:45 PM'
260,1023657811392098304,2018-07-29 19:53:35,b'The University Bridge has reopened to traffic - 12:53:33 AM'
261,1023657430670962689,2018-07-29 19:52:04,b'The Montlake Bridge has reopened to traffic - 12:52:02 AM'
262,1023656860056870912,2018-07-29 19:49:48,b'The Fremont Bridge has reopened to traffic - 12:49:43 AM'
